Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2376700,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjQ0OTQxNzU4NTkzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370644941758593,facebook,post,link,Brand's content,Stranded vessels in Gulf shipping crisis face weeks of disruption | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Shipping firms are now examining how to get their vessels and crews out under neutrality, insider tells The National.",https://www.thenationalnews.com/news/mena/2026/03/12/stranded-vessels-in-gulf-shipping-crisis-face-weeks-of-disruption/?utm_medium=Social&utm_source=Facebook#Echobox=1773745333,https://www.facebook.com/148788988477345_1370644941758593,,16,,0.006732023,D,,no sentiment,0,0%,0,0%,1,100%,14,,1,,,1,,FALSE,FALSE,,,84,organic,13,0,1,0,0,0,,,,,6149,0,6149,8652,0,8652,0.97%,1.37%,,,17,14,15,1,1,,67,,42,25,8652,,13,1,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2376700,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjUyNzMxNzU3ODE0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370652731757814,facebook,post,link,Brand's content,Lebanese soldier killed by Israeli strike as air and ground assault intensifies | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Serviceman was among five who were injured in an attack in southern Lebanon,https://www.thenationalnews.com/news/mena/2026/03/17/five-lebanese-soldiers-injured-as-israeli-air-and-ground-assault-intensifies/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773745067,https://www.facebook.com/148788988477345_1370652731757814,,17,,0.007152775,C,,no sentiment,0,0%,0,0%,1,100%,16,,1,,,0,,FALSE,FALSE,,,43,organic,10,0,0,0,4,2,,,,,4150,0,4150,5748,0,5748,0.75%,1.04%,,,18,16,17,1,,,25,,11,14,5748,,11,,,,4,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063613,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NjQ4OTI3Mzg5MjA4MTciLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033864892738920817,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Five Lebanese soldiers injured as Israeli air and ground assault intensifies https://t.co/QDG4YLGFOU,,https://twitter.com/20583993/status/2033864892738920817,,4,,0.0037608,,,,,,,,,,3,,0,,,1,,,,,,15,,,,,,,,,,,,,,,1356,,1356,1.11%,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODg2MTM4NDg5NDU5NTYwIiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17886138489459560,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,@manus_cranny @itsdoaafarid @aloraibi_mina @salim_a_essaid,,,,,,,,,,,,,,,,,,0,,,5,,,,,,0,,,,,,,,,,,,16485,,16485,20112,,20112,0.00%,0.00%,,,,,,,,,,,,,20112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,1287,14251,16.23%,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National Business,https://www.instagram.com/thenationalbusiness,,17841475813461332,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MjAzOTg1ODQ0MzMxNTUxIiwicHJvZmlsZUlkIjoiMTc4NDE0NzU4MTM0NjEzMzIiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18203985844331551,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalbusiness,17841475813461332,The National Business,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,164,,164,189,,189,0.00%,0.00%,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,102,24.87%,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1618196,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MTgxODU5NjE4Mzg1Nzg5NTIiLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7618185961838578952,tiktok,post,video,Brand's content,,,,,,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad.",,https://www.tiktok.com/@thenationalnews/video/7618185961838578952?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,47062,,589,,,7876,,,,,,55527,,,,,,,,,,,,943064,,,1128249,,,,5.89%,,,,47062,,,,,,,,,,,,,,,,,,37,1128249,17516076,,,,,,,,,,,,,,,,,,,,,,16,,,,10.05%,Multimedia Team;short,claim your clicks;Format,,,,,,,,,,,,,,,1128249
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063616,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NjkxMDQ4MDE4NDU3NDgiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033869104801845748,twitter,post,video,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad. https://t.co/nCXC9lEFSR",,https://twitter.com/20583993/status/2033869104801845748,,13,,0.0122225,,,,,,,,,,11,,0,,,2,,,,,,47,,,,,,,,,,,,,,,7010,,7010,0.67%,,,,,11,,,,,,,,,,,,,,,,,,,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimedia Team;short,claim your clicks;Format,,,,,,,,,,,,,,,3458
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0Mzk2MzQ3OTI2MDc5ODE1NjgiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7439634792607981568,linkedin,post,video,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7439634792607981568/,,35,,0.107957718,,,no sentiment,0,0%,0,0%,2,100%,34,34,1,,1,3,,,,,,2821,,,,,,,,,,,,,,,43495,,43495,6.49%,,,,,34,,,,,2783,,,,,,,,,,,,34,,23602,428027,,,,,,22463,,,,,,,,,,,,,,,,,,,,,Multimedia Team;short,claim your clicks;Format,,,1,,,,,,,,,,,,23602
17/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,682867,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDk3ODMxMTA4Nzk4NTYyIiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18097831108798562,instagram,post,reel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad.",,https://www.instagram.com/reel/DV--b_SjInt/,876,876,1.2828267,1.2828267,B,,no sentiment,1,25%,0,0%,3,75%,868,868,8,,8,540,,,,,111,1527,,,,,,,,,,,,101973,,101973,149983,,149983,1.02%,1.50%,,,,868,,,,,,,,,149983,,,,,,,,,,149983,,,,,149983,,,,,,,,,,,,,,,,,,,,,,,Multimedia Team;short,claim your clicks;Format,,,,,,,,,,,,,,,149983
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjY0ODMxNzU2NjA0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370664831756604,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad.",,https://www.facebook.com/148788988477345_1370664831756604,,6394,,2.688970176,A,,negative,44,25%,64,37%,65,38%,5986,,176,,,232,,FALSE,FALSE,,,18938,organic,5662,100,56,138,24,6,FALSE,FALSE,FALSE,FALSE,465406,0,465406,552894,0,552894,3.43%,4.07%,,,6553,5986,6257,63,233,,12386,,2,12384,552894,,5916,105,63,140,26,6,6256,37,331260,9602505,,301928,29332,331260,0,331260,,,,,,,,139133,125358,13775,139133,0,135946,111025,0.652945234,24,,,,,Multimedia Team;short,claim your clicks;Format,,,,,,,,,,,,,,,331260
17/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,723000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjJnT0Vqa0F2MHljIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,2gOEjkAv0yc,youtube,post,video,Brand's content,US intercepts drone over Baghdad,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,"A US anti-artillery and rocket system, known as C-RAM, intercepted an Iranian drone that neared the US embassy in Baghdad.",,https://www.youtube.com/watch?v=2gOEjkAv0yc,,300,,0.4149378,,,,,,,,,,293,,7,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,37,25479,942723,,,,,,,,,,,,,,,,,,,,,49.9172642,19,,,,,Multimedia Team;short,claim your clicks;Format,,25284,4,293,10,5,312,0,14,466980,,,,,25479
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063619,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NzA1NDkwMzA3MzYwNDkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033870549030736049,twitter,post,video,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Manus Cranny examines the latest developments in the regional conflict. https://t.co/JAYhTtgiSQ,,https://twitter.com/20583993/status/2033870549030736049,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business team;Manus Cranny;short,Authors;Format;claim your clicks,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjY4ODAxNzU2MjA3IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370668801756207,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Manus Cranny examines the latest developments in the regional conflict.,,https://www.facebook.com/148788988477345_1370668801756207,,2,,0.000841092,D,,,,,,,,,2,,0,,,0,,FALSE,FALSE,,,,organic,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business team;Manus Cranny;short,Authors;Format;claim your clicks,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjczOTc4NDIyMzU2IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370673978422356,facebook,post,link,Brand's content,Stranded vessels in Gulf shipping crisis face weeks of disruption | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"About 1,000 ocean-going ships and 20,000 sailors are stranded in the Arabian Gulf amid escalating attacks and halted Iraqi port operations.",https://www.thenationalnews.com/news/mena/2026/03/12/stranded-vessels-in-gulf-shipping-crisis-face-weeks-of-disruption/?utm_medium=Social&utm_source=Facebook#Echobox=1773745426,https://www.facebook.com/148788988477345_1370673978422356,,26,,0.010934192,C,,no sentiment,1,100%,0,0%,0,0%,24,,1,,,1,,FALSE,FALSE,,,76,organic,21,1,2,0,0,0,,,,,4645,0,4645,6399,0,6399,1.19%,1.64%,,,29,24,26,2,1,,47,,27,20,6399,,23,1,2,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM5NjM5NDgzMTQ0MzQ3NjQ4IiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7439639483144347648,linkedin,post,link,Brand's content,Gulf states turn to machinegun fire to tackle Iranian drones over cities | The National,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"Layered defence of jet fighters, heavy machineguns and jammers need to be used, military experts say",https://media.licdn.com/dms/image/v2/D5610AQH-CQoCCroQHA/image-shrink_1280/B56Zz7osSoJYAc-/0/1773748274768?e=1775523600&v=beta&t=pyllnfHEMbJZ9mOhfAowK-XZrSURh8flT5W9MZJkRuQ,https://www.linkedin.com/feed/update/urn:li:share:7439639483144347648/,,4,,0.012338025,,,,,,,,,,4,4,0,,0,1,,,,,,261,,,,,,,,,,,,,,,6519,,6519,4.00%,,,,,4,,,,,256,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National Sport,https://twitter.com/NatSportUAE,9583,2996901234,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NzQzMjU3NDk1NTE2MTIiLCJwcm9maWxlSWQiOiIyOTk2OTAxMjM0IiwibmV0d29yayI6InR3aXR0ZXIifQ==/overview,2996901234,,2033874325749551612,twitter,post,link,Brand's content,,,https://twitter.com/NatSportUAE,2996901234,The National Sport,Iran seek to have World Cup matches moved from the United States to Mexico | The National https://t.co/DFRdN5kmol,,https://twitter.com/2996901234/status/2033874325749551612,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,0,,,,,,,,,,,,,,,48,,48,0.00%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063631,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NzQ4OTU3MTM0NzcwMDAiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033874895713477000,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Ukraine is dispatching anti-drone advisers to Gulf nations to counter Iran’s Shahed-136 threat amid increasingly low-flying, hard-to-detect attacks. https://t.co/vTuAkmR9Uk",,https://twitter.com/20583993/status/2033874895713477000,,7,,0.0065812,,,no sentiment,1,100%,0,0%,0,0%,4,,1,,,2,,,,,,71,,,,,,,,,,,,,,,2092,,2092,3.39%,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjgxMTE4NDIxNjQyIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370681118421642,facebook,post,photo,Brand's content,,"In this live edition of The Inside Brief, Adam Posen, president of the Peterson Institute for International Economics, and Bob McNally, president of Rapidan Energy Group, join Manus Cranny to analyse the latest escalation in the Middle East and what it could mean for the global economy and oil markets.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"In this live edition of The Inside Brief, Adam Posen, president of the Peterson Institute for International Economics, and Bob McNally, president of Rapidan Energy Group, join Manus Cranny to analyse the latest escalation in the Middle East and what it could mean for the global economy and oil markets.",,https://www.facebook.com/148788988477345_1370681118421642,,8,,0.003364367,D,,,,,,,,,6,,1,,,1,,FALSE,FALSE,,,27,organic,6,0,0,0,0,0,,,,,3499,0,3499,5088,0,5088,0.53%,0.77%,,,9,6,7,1,1,,18,7,,11,5088,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business team;the inside brief,podcast;claim your clicks,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063634,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4NzcxODI4NDY1ODMwMjMiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033877182846583023,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Layered defence of jet fighters, heavy machineguns and jammers need to be used, military experts say https://t.co/6a70YPpvgj",,https://twitter.com/20583993/status/2033877182846583023,,13,,0.0122222,,,,,,,,,,12,,0,,,1,,,,,,266,,,,,,,,,,,,,,,4139,,4139,6.43%,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNjg5NzQxNzU0MTEzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370689741754113,facebook,post,link,Brand's content,Gulf states turn to machinegun fire to tackle Iranian drones over cities | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Layered defence of jet fighters, heavy machineguns and jammers need to be used, military experts say",https://www.thenationalnews.com/news/gulf/2026/03/17/gulf-states-turn-to-machinegun-fire-to-tackle-iranian-drones-over-cities/?utm_medium=Social&utm_source=Facebook#Echobox=1773748011,https://www.facebook.com/148788988477345_1370689741754113,,106,,0.04457786,B,,no sentiment,1,100%,0,0%,0,0%,96,,1,,,9,,FALSE,FALSE,,,1209,organic,83,0,9,4,0,0,,,,,21793,0,21793,33376,0,33376,3.62%,5.55%,,,113,96,103,1,9,,1096,,694,402,33376,,90,,9,4,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM5NjQ0NTcxOTI1NDYzMDQwIiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7439644571925463040,linkedin,post,link,Brand's content,Ukraine-tested Shahed interceptors offered to Gulf states as Iran threat grows | The National,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"Ukraine is dispatching anti-drone advisers to Gulf nations to counter Iran’s Shahed-136 threat amid increasingly low-flying, hard-to-detect attacks.",https://media.licdn.com/dms/image/v2/D5610AQGk6YZxLRhpVw/image-shrink_1280/B56Zz7tUf.JIAc-/0/1773749487966?e=1775523600&v=beta&t=uA0Gi293YtHAlWuK1_yyYPDyNbE4medBacYbuCx0akE,https://www.linkedin.com/feed/update/urn:li:share:7439644571925463040/,,5,,0.015422531,,,,,,,,,,5,5,0,,0,0,,,,,,91,,,,,,,,,,,,,,,5042,,5042,1.80%,,,,,5,,,,,86,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063636,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4ODI1ODUwNDcyMDAwMDIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033882585047200002,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,President Sheikh Mohamed receives special envoy of South Korea's leader https://t.co/qnUFYf7ml4,,https://twitter.com/20583993/status/2033882585047200002,,3,,0.0028205,,,,,,,,,,3,,0,,,0,,,,,,59,,,,,,,,,,,,,,,1698,,1698,3.47%,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National Sport,https://www.facebook.com/TheNationalSport,4067,925247217543142,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjkyNTI0NzIxNzU0MzE0Ml8xODczNTMwODkwMjY2NDA3IiwicHJvZmlsZUlkIjoiOTI1MjQ3MjE3NTQzMTQyIiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,925247217543142_1873530890266407,facebook,post,link,Brand's content,Iran seek to have World Cup matches moved from the United States to Mexico | The National,,https://www.facebook.com/TheNationalSport,925247217543142,The National Sport,"Mehdi Taj, president of the Iranian football federation, reveals Fifa talks",https://www.thenationalnews.com/sport/football/2026/03/17/iran-seek-to-have-world-cup-matches-moved-from-the-united-states-to-mexico/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773739598,https://www.facebook.com/925247217543142_1873530890266407,,0,,0,B,,,,,,,,,0,,0,,,0,,FALSE,FALSE,,,0,organic,0,0,0,0,0,0,,,,,6,0,6,7,0,7,0.00%,0.00%,,,,0,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzAzNzE1MDg2MDQ5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370703715086049,facebook,post,link,Brand's content,Kuwait detains 16 with alleged ties to Hezbollah | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Suspects linked to Iran-backed group accused of plotting attacks aimed at destabilising the country,https://www.thenationalnews.com/news/gulf/2026/03/17/kuwait-detains-16-with-alleged-ties-to-hezbollah/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773747585,https://www.facebook.com/148788988477345_1370703715086049,,35,,0.014719105,C,,negative,1,17%,3,50%,2,33%,28,,6,,,1,,FALSE,FALSE,,,131,organic,24,3,1,0,0,0,,,,,5906,0,5906,8256,0,8256,1.59%,2.22%,,,35,28,28,6,1,,96,,62,34,8256,,24,3,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
