name,slug,description,variations,isPrimary
Hydrogen,hydrogen,A clean energy source gaining momentum as a key player in the transition from fossil fuels to renewable energy,"Hydrogen fuel, H2, hydrogen energy, green hydrogen",0
Hyundai,hyundai,Latest news and reviews about the South Korean car maker,"Hyundai Motors, Hyundai cars, Hyundai vehicles",0
IAEA,iaea,"Latest news about the International Atomic Energy Agency, the body responsible for global nuclear safety and compliance, based in Vienna","International Atomic Energy Agency, nuclear watchdog",0
ICC,icc,News from the International Criminal Court in The Hague,"International Criminal Court, war crimes court",0
Iceland,iceland,The latest news on Iceland,"Icelandic, Republic of Iceland",0
Idlib,idlib,A province that was the main rebel stronghold during the Syrian civil war,"Idlib province, Idlib Syria",0
Iga Swiatek,iga-swiatek,The Polish tennis star dominating the women's game with her incredible clay court performances,"Swiatek, Iga, Polish tennis player",0
IIFA Awards 2026,iifa-awards,Get the latest news on the Indian International Film Awards 2026,"IIFA, Indian International Film Awards, Bollywood awards",0
IMF,imf,"The International Monetary Fund, based in Washington DC and led by Kristalina Georgieva, providing financial aid and economic policy guidance to nations","International Monetary Fund, IMF fund",0
Imran Khan,imran-khan,"Latest news about Pakistan's former prime minister, who held office from 2018 to 2022, currrently jailed after being found guilty in a series of corruption","Imran Khan Pakistan, PTI leader, IK",0
Independence day,independence-day,"Celebrated every July 4, marking the US declaration of independence from Britain in 1776 with fireworks, parades and patriotic events","July 4th, Fourth of July, US Independence Day",0
India,india,Get the latest news and stories from South Asian country,"Indian, Republic of India, Bharat",0
India cricket,india-cricket,"The latest news from India's national cricket teams across Tests, the IPL, ODIs and T20 internationals","Indian cricket team, Team India, Men in Blue, BCCI",0
India election 2024,india-election,"The general election in India took place between April 19 and June 1, 2024, over seven stages with Narendra Modi securing a third term","Indian elections, Lok Sabha elections, general elections India",0
Indian food,indian-food,"A diverse and flavourful cuisine featuring spices, regional specialities and timeless dishes such as biryani, curries and street food favourites","Indian cuisine, Indian dishes, curry",0
Indonesia,indonesia,The latest news on South-East Asian nation,"Indonesian, Republic of Indonesia",0
Inflation,inflation,"The latest stories and tips on rising cost of goods and services, impacting economies, wages, and purchasing power","Price rise, inflation rate, cost inflation",0
Instagram,instagram,"A leading social media platform focused on photo and video sharing, owned by Meta","IG, Insta, Instagram app",0
Inter Milan,inter-milan,All the lastest news from the Serie A giants,"Inter, Internazionale, FC Internazionale Milano, Nerazzurri",0
Interest rates,interest-rates,"The latest stories on the cost of borrowing money, set by the US Fed and other central banks from around the world, affecting loans, savings, and investments","Interest rate, lending rates, borrowing costs",0
International Women's Day,international-womens-day,All you need to know about International Women's Day,"IWD, Women's Day, March 8",0
Investing,investing,"Latest news and analysis from the world of stocks, bonds and assets","Investment, investments, investing news",0
iPhone,iphone,"All the latest news on Apple's iPhone including best deals on the 17 Pro, Pro Max and iPhone Air","Apple iPhone, iOS phone, iPhone news",0
IPL 2026,ipl,"All you need to know about the Indian Premier League, including 2026 fixtures, schedule and teams","Indian Premier League, IPL cricket, Twenty20 cricket",0
IPOs,ipo,Get the latest IPO listings and watch calendar news,"Initial public offering, IPO, stock market listing",0
Iran,iran,"All the latest news on the Middle East country, from Tehran's foreign policy in regional affairs to economic protests at home","Iranian, Islamic Republic of Iran, Persia",0
Iran nuclear deal,iran-nuclear-deal,"Also known as the JCPOA, it was an international agreement between Tehran and the US, China, Russia, France, the UK and the EU to limit Iran's nuclear programme in exchange for sanctions relief","JCPOA, Iran deal, nuclear agreement",0
Iraq,iraq,The latest news from the Middle East country as it begins to form a government following parliamentary elections in 2025,"Iraqi, Republic of Iraq",0
Ireland,ireland,The latest news on the European country,"Irish, Republic of Ireland, Eire",0
IRGC,irgc,"Latest coverage of Iran's Islamic Revolutionary Guard Corps, the powerful military force involved in regional conflicts","Islamic Revolutionary Guard Corps, Iranian Revolutionary Guards, Sepah",0
ISIS,isis,"The latest news on the terrorist group with branches around the world, as well as international coalition efforts to eliminate its threat","Islamic State, ISIL, Daesh, IS",0
Islam,islam,"All the latest news and stories on Islam, including festivals and holiday dates","Islamic, Muslim faith, Islamic religion",0
Islam Makhachev,islam-makhachev,The latest news on Russian MMA fighter Islam Makhachev,"Makhachev, Islam, UFC fighter",0
Israel,israel,"All the latest news from the Middle Eastern country, including its conflicts with Gaza, Lebanon, Syria and Iran","Israeli, State of Israel",0
Israel Adesanya,israel-adesanya,All the news on MMA fighter Israel Adesanya,"Adesanya, The Last Stylebender, Izzy",0
Israel-Iran conflict,israel-iran-conflict,Follow the unfolding escalation of tensions between the two countries,"Israel Iran tensions, Iran Israel war",0
Istanbul,istanbul,All the latest news and stories from Turkey's largest city,"Istanbul Turkey, Constantinople",0
Italy,italy,Latest news from the European country,"Italian, Italian Republic, Italia",0
Ivory Coast,ivory-coast,Latest news from the West African country,"Côte d'Ivoire, Ivorian",0
Jamaica,jamaica,Latest news from the Caribbean country,"Jamaican, JA",0
James Cleverly,james-cleverly,James Cleverly was the UK's Home Secretary from 2023 to 2024,"Cleverly, UK Home Secretary",0
Jannik Sinner,jannik-sinner,"The latest news on Italian tennis player Jannik Sinner, two-time Australian Open winner and Wimbledon and US Open champion","Sinner, Jannik, Italian tennis player",0
Jan-06,Jan-06,"The date of the 2021 attack on the US Capitol by supporters of Donald Trump, challenging the certification of the 2020 presidential election","January 6, Capitol riot, Capitol attack, January 6th",0
Japan,japan,"Latest news, business and culture from the East Asian country","Japanese, Nippon, Land of the Rising Sun",0
JD Vance,jd-vance,Read the latest news about the American Republican politician who has served as Vice President since 2025,"Vance, JD Vance VP, Vice President Vance",0
Jeddah,jeddah,"Read the latest news, business and culture from Saudi Arabia's commercial hub and gateway for millions of pilgrims visiting Makkah","Jeddah Saudi, Jiddah",0
Jeffrey Epstein,jeffrey-epstein,A financier whose high-profile connections and sex trafficking crimes sparked global scandals,"Epstein, Jeffrey Epstein scandal",0
Jeremy Hunt,jeremy-hunt,"Get the latest news on Jeremy Hunt, former UK chancellor of the exchequer","Hunt, UK chancellor, Chancellor Hunt",0
Jerome Powell,jerome-powell,"Get the latest news on Federal Reserve chair Jerome Powell, including interest rate updates","Powell, Fed chair, Jay Powell",0
Jerusalem,jerusalem,The latest news from the city at the centre of the Israeli-Palestinian conflict,"Jerusalem Israel, Al Quds, Holy City",0
Jewellery,jewellery,"From timeless diamonds to contemporary designs, an in-depth look at fine jewellery trends, craftsmanship and investment-worthy pieces","Jewelry, fine jewellery, gems, precious stones",0
Jiu-Jitsu,jiu-jitsu,Latest news from the combat sport including the Abu Dhabi World Professional Jiu-Jitsu Championship,"BJJ, Brazilian Jiu-Jitsu, jiu jitsu",0
Jobs,jobs,"The latest news and stories about employment opportunities, workforce trends and hiring challenges in the UAE and the wider Middle East","Employment, careers, job market, recruitment",0
Joe Biden,joe-biden,Latest news and analysis about the 46th US president,"Biden, President Biden, Joseph Biden, POTUS",0
Jordan,jordan,"Latest news, business and analysis from the Middle Eastern kingdom","Jordanian, Hashemite Kingdom of Jordan",0
Jordan's royal family,jordan-royal-family,"All the news on Jordan's royal family, including King Abdullah II, Queen Rania, Crown Prince Hussein and Princess Iman","Jordanian royals, Hashemite family",0
Jose Mourinho,jose-mourinho,Latest news for the mercurial football manager now back in Portugal with Benfica,"Mourinho, Jose, The Special One, Mou",0
Joseph Aoun,joseph-aoun,Joseph Aoun was elected President of Lebanon in January 2025. He led the Lebanese army from 2017,"Aoun, Lebanese president, Joseph Aoun Lebanon",0
Jumeirah,jumeirah,"A prestigious district in Dubai, known for its luxury villas, beachfront resorts, shops and cultural landmarks","Jumeirah Dubai, Jumeirah Beach",0
Jurgen Klopp,jurgen-klopp,Jurgen Klopp was the manager of Liverpool from 2015-2014. The German previously managed Borussia Dortmund and Mainz in the Bundesliga,"Klopp, Jurgen, Liverpool manager",0
Justin Trudeau,justin-trudeau,Latest news about Canada's former prime minister,"Trudeau, Justin Trudeau Canada, PM Trudeau",0
Juventus,juventus,All the lastest news from the Serie A and European football giants,"Juve, Juventus FC, Old Lady, Bianconeri",0
K-pop,k-pop,"The latest bands, trends and culture from South Korea's music scene","Korean pop, K pop, Korean music",0
Kais Saied,kais-saied,Latest news about Tunisia's President since 2019,"Saied, Tunisia president, Kais",0
Kamala Harris,kamala-harris,Latest news about the first female US vice president who lost the 2024 election to Donald Trump,"Harris, Kamala, VP Harris, Vice President Harris",0
Karim Benzema,karim-benzema,Read the latest stories about the French striker now playing the Saudi Pro League with Al Ittihad,"Benzema, Karim, KB9, Benz",0
Kashmir,kashmir,"Read the latest news about the disputed region administered between India, Pakistan and China","Kashmir conflict, Kashmir region, Jammu and Kashmir",0
Kate Middleton,kate-middleton,"All the latest news on Kate Middleton, otherwise known as Catherine, Duchess of Cambridge","Catherine Princess of Wales, Kate, Princess Catherine",0
Kazakhstan,kazakhstan,Latest news from the Central Asian country,"Kazakh, Republic of Kazakhstan",0
Keir Starmer,keir-starmer,All the latest news on the UK Prime Minister and leader of the Labour Party,"Starmer, PM Starmer, Sir Keir Starmer",0
Kenya,kenya,Latest news from the East African country,"Kenyan, Republic of Kenya",0
Kevin McCarthy,kevin-mccarthy,All you need to know about the former Republican speaker of the US House of Representatives,"McCarthy, Kevin McCarthy speaker",0
Kezad,kezad,The latest news on Abu Dhabi's Kezad Group,"Khalifa Economic Zones Abu Dhabi, Kezad Group",0
Khartoum,khartoum,Latest news about the capital of Sudan,"Khartoum Sudan, Sudanese capital",0
Kim Jong-un,kim-jong-un,Latest news about North Korea's leader,"Kim Jong Un, North Korean leader, Supreme Leader",0
King Abdullah II,king-abdullah-ii,All you need to know about King Abdullah II of Jordan,"Abdullah II, Jordan king, King Abdullah",0
King Charles III,king-charles-iii,"King Charles III is the UK's current monarch, who succeeded his mother Queen Elizabeth II following her death on September 8, 2022","Charles III, King Charles, British monarch",0
King Hamad,king-hamad-bin-isa-al-khalifa,King Hamad has been ruler of Bahrain since 1999,"Hamad bin Isa Al Khalifa, Bahrain king, King Hamad",0
King Salman,king-salman,"King Salman has ruled Saudi Arabia since 2015, succeeding King Abdullah","Salman bin Abdulaziz, Saudi king, King Salman Saudi",0
Kolkata Knight Riders,kolkata-knight-riders,"One of the most popular IPL franchises based in West Bengal, known for its star-studded squads and passionate fans","KKR, Knight Riders, Kolkata IPL",0
Kuwait,kuwait,Read the latest news and business stories from the Gulf country,"Kuwaiti, State of Kuwait, KW",0
Kwasi Kwarteng,kwasi-kwarteng,Read the latest news on the UK's former chancellor of the exchequer,"Kwarteng, UK chancellor",0
Kylian Mbappe,kylian-mbappe,The French World Cup-winning striker now at Real Madrid,"Mbappe, Kylian, Mbappé, French striker",0
Kyrgyzstan,kyrgyzstan,Latest news from the Central Asian country,"Kyrgyz, Kyrgyz Republic",0
La Liga,la-liga,"Latest news, match reports and analysis from Spain's premier football division","Spanish La Liga, Spanish league, Primera Division",0
LA Olympics 2028,la-olympics-2028,"All the latest news on the 2028 Los Angeles Olympics, including dates, fixtures, results, venues and the opening ceremony","Los Angeles Olympics, 2028 Olympics, LA 2028",0
Labour law,labour-law,Latest news and directives surrounding UAE's evolving labour laws and employees' rights,"Labor law, employment law, workers law",0
Labour Party,labour-party,The UK's incumbent governing party since the 2024 general election,"Labour, UK Labour, Labour party UK",0
Lamborghini,lamborghini,Latest news and reviews of the luxury Italian supercar brand,"Lambo, Lamborghini cars, Italian supercar",0
Lamine Yamal,lamine-yamal,The latest news on teenage Spain and Barcelona winger Lamine Yamal,"Yamal, Lamine, Barcelona winger",0
Lando Norris,lando-norris,Latest news about McLaren's Formula One 2025 World Drivers' Champion,"Norris, Lando, McLaren driver, LN4",0
Latvia,latvia,Latest news from the Baltic country,"Latvian, Republic of Latvia",0
Law,law,"The latest news on law in the UAE and worldwide, including updates on the labour law","Legal, legislation, laws",0
Lebanese elections 2022,lebanese-elections,Get the latest news on Lebanon's 2022 elections,"Lebanon elections, parliamentary elections Lebanon",0
Lebanon,lebanon,"Read the latest political news, business stories and culture from the Middle East country","Lebanese, Lebanese Republic",0
Leeds United,leeds-united,"Get the latest news, results, match reports and player ratings on Leeds United","Leeds, LUFC, The Whites",0
Leicester City,leicester-city,"Get the latest news, results, match reports and player ratings on Leicester City","Leicester, Foxes, LCFC",0
Lewis Hamilton,lewis-hamilton,The seven-time F1 world champion aiming for more success with Ferrari,"Hamilton, Lewis, LH44, Sir Lewis",0
Libya,libya,Read the latest political news and business stories from the north African country,"Libyan, State of Libya",0
Ligue 1,ligue-1,"French football's top league showcasing the best clubs in France like PSG, Marseille and Lyon","French Ligue 1, French league, Ligue 1 France",0
Lionel Messi,lionel-messi,The Argentinian football legend now playing for MLS Inter Miami after a glittering career in Europe with Barcelona and PSG,"Messi, Leo Messi, Lionel, La Pulga, GOAT",0
Literary awards,literary-awards,From the Booker Prize to the International Prize for Arabic Fiction,"Book awards, literature prizes, literary prizes",0
Literary festivals,literary-festivals,From UAE book fairs to international gatherings,"Book festivals, literature festivals, lit fests",0
Literature,literature,"The National's broad exploration of classic and contemporary writing, highlighting authors, themes and literary trends","Literary, books, writing, authors",0
Lithuania,lithuania,Latest news from the Baltic country,"Lithuanian, Republic of Lithuania",0
Live,live,Get all the latest news and live updates from The National,"Live news, breaking news, live updates",0
Liverpool,liverpool,"Get the latest news, results, match reports and player ratings on Liverpool FC","Liverpool FC, Reds, LFC, The Reds",0
Liz Truss,liz-truss,Latest news about the British politician who in 2022 became the shortest-serving prime minister,"Truss, Liz Truss PM, UK PM",0
Lloyd Austin,lloyd-austin,"Lloyd Austin was the US secretary of defence from 2021 to 2025, under Joe Biden's administration","Austin, Secretary Austin, US Defense Secretary",0
Lockdown,lockdown,The latest news and stories on the Covid lockdown,"Covid lockdown, pandemic lockdown, quarantine",0
London,london,"Read the latest news, business, sport and culture from the UK capital","London UK, British capital, London city",0
London experiences,london-experiences,"The latest activities and things to do in London, from The National","Things to do London, London activities",0
London Fashion Week,london-fashion-week,"A major event in the global fashion calendar, featuring avant-garde designers, emerging talent and cutting-edge runway collections","LFW, Fashion Week London",0
Los Angeles,los-angeles,Read the latest news from the Californian city,"LA, Los Angeles California, City of Angels",0
Louis Vuitton,louis-vuitton,Latest news and creations from France's prestigious fashion house,"LV, Louis Vuitton brand, Vuitton",0
Louvre Abu Dhabi,louvre-abu-dhabi,"A world-class museum on Saadiyat Island, Abu Dhabi, showcasing global art and history through innovative architecture and exhibitions","Louvre AD, Abu Dhabi Louvre, Louvre museum",0
Luxembourg,luxembourg,"Latest news from the European nation, home to the European Court of Justice and other EU institutions","Luxembourgish, Grand Duchy of Luxembourg",0
Luxor,luxor,Explore the latest news and archaeological finds from the ancient seat of Egypt's pharaohs,"Luxor Egypt, Thebes",0
Luxury travel,luxury-travel,"From premium flights to the best destinations and hospitality, how to travel in style","Luxury holidays, premium travel, high-end travel",0
Madrid,madrid,Read the latest news from Spain's capital city,"Madrid Spain, Spanish capital",0
Mahmoud Abbas,mahmoud-abbas,Latest news about the President of the Palestinian Authority and chairman of the Fatah party,"Abbas, Abu Mazen, Palestinian president",0
Make it in the Emirates,make-it-in-the-emirates,All you need to know about Make it in the Emirates,"Make in Emirates, UAE manufacturing",0
Malaysia,malaysia,Read the latest news from the South-East Asian country,"Malaysian, Federation of Malaysia",0
Maldives,maldives,Read the latest news about the tropical island nation in the Indian Ocean facing economic challenges and severe climate change threats,"Maldivian, Republic of Maldives",0
Mali,mali,Read the latest news from the West African country,"Malian, Republic of Mali",0
Mall of the Emirates,mall-of-the-emirates,Latest news and events from one of Dubai's premier shopping and entertainment destinations,"MOE, Mall of Emirates, Dubai mall",0
Malta,malta,Latest news from the Mediterranean island nation,"Maltese, Republic of Malta",0
Manchester City,manchester-city,"Get the latest news, results, match reports and player ratings on Manchester City","Man City, City, MCFC, The Citizens",0
Manchester United,manchester-united,"Get the latest news, results, match reports and player ratings on Manchester United","Man United, Man Utd, MUFC, Red Devils, United",0
Manus on Markets,manus-on-markets,"From tariff turmoil and stock shocks to market meltdowns, the global financial system has never been in such flux. Manus Cranny, The National's geo-economics editor, cuts through the noise and presents insights from the stories making headlines around the world","Markets analysis, Manus Cranny, financial markets",0
Marco Rubio,marco-rubio,Marco Rubio is an American politician and diplomat who has served as the US Secretary of State since 2025,"Rubio, Secretary Rubio, US Secretary of State",0
Marine Le Pen,marine-le-pen,Latest news about France's far-right politician known for her nationalist and anti-immigration policies,"Le Pen, Marine, French politician",0
Mark Carney,mark-carney,Get the latest news and headlines about Canada's Prime Minister who won the 2025 general election. He served as the Bank of England governor from 2013 to 2020,"Carney, PM Carney, Canadian PM",0
Mark Zuckerberg,mark-zuckerberg,Latest news about the co-founder of Facebook and chief executive of Meta,"Zuckerberg, Zuck, Meta CEO, Facebook founder",0
Markets,markets,"Latest news about stocks, bonds and commodities from the UAE and the world","Financial markets, stock markets, trading",0
Marriott,marriott,News and developments from one of the world's largest hotel chains,"Marriott Hotels, Marriott International",0
Mars,mars,The latest news and stories on the Red Planet,"Mars planet, Red Planet, Martian",0
Marvel Universe,marvel-universe,Latest news and film reviews about the popular movie and television franchise,"Marvel, MCU, Marvel Cinematic Universe, Marvel Comics",0
Masdar,masdar,"News from Abu Dhabi's renewable energy company, leading the push for sustainability and clean power","Masdar City, Abu Dhabi renewable energy",0
Masoud Pezeshkian,masoud-pezeshkian,Masoud Pezeshkian is President of Iran. He replaced Ebrahim Raisi who died in a helicopter crash in May 2024,"Pezeshkian, Iran president, Masoud",0
Mauritius,mauritius,Latest news and travel from the Indian Ocean island nation,"Mauritian, Republic of Mauritius",0
Max Verstappen,max-verstappen,Latest news about the Dutch former F1 world champion known for his aggressive racing style,"Verstappen, Max, Mad Max, MV33",0
McLaren F1 team,mclaren-f1-team,"Latest news and updates about the storied Formula One constructor, led by Zak Brown and Andrea Stella","McLaren, McLaren Racing, McLaren F1",0
Medical research,medical-research,"Latest medical research news, including clinical trials, studies and updates from The Lancet","Clinical research, medical studies, health research",0
Medicine,medicine,"The latest news on medicine, research and medical stories from The National","Medical, healthcare, medical science",0
Mediterranean Sea,mediterranean-sea,"Latest news on the historic body of water surrounded by southern Europe, north Africa and west Asia","Mediterranean, Med Sea",0
Megaprojects,megaprojects,The latest news on megaprojects in the UAE and around the world,"Mega projects, large-scale projects, infrastructure projects",0
Meghan Markle,meghan-markle,Get all the news on Meghan Markle,"Duchess of Sussex, Meghan, Meghan Duchess",0
Men's fashion,mens-fashion,"Read the latest in global menswear trends, from tailored suits to casual street style","Menswear, men's style, male fashion",0
Mental health,mental-health,Latest stories on mental well-being including reporting from the Rosalynn Carter Fellowships for Mental Health Journalism in the UAE,"Mental wellness, psychological health, mental well-being",0
Mercedes,mercedes,Latest news on the German car manufacturer and Formula One racing team,"Mercedes-Benz, Mercedes F1, Mercedes AMG",0
Met Gala,met-gala,"All the latest coverage of the fashion world's most extravagant night, where designers, celebrities and creatives push the boundaries","Metropolitan Museum Gala, Met Ball, fashion gala",0
Meta,meta,"Latest news and reports of the parent company of Facebook, Instagram, WhatsApp and other AI ventures","Meta Platforms, Facebook parent, Meta Inc",0
The metaverse,metaverse,"All there is to know about the metaverse, including meaning and what it is","Metaverse, virtual world, VR metaverse",0
Mexico,mexico,Latest news from the Central American country,"Mexican, United Mexican States, MX",0
Meydan Racecourse,meydan-racecourse,"Latest from Dubai's premier horse racing venue, home to the prestigious Dubai World Cup","Meydan, Dubai racecourse, Meydan Grandstand",0
Michael Cinco,michael-cinco,Read the latest news and creations from the Filipino designer famous for his opulent couture gowns and red carpet creations,"Cinco, Michael Cinco designer, Filipino couturier",0
Michel Aoun,michel-aoun,Latest news about Lebanon's former president who held office from 2016 to 2022,"Aoun, Lebanese president, Michel Aoun Lebanon",0
Michelin Guide,michelin-guide,Read the latest restaurant reviews and news on the prestigious rating system that awards stars to the best restaurants worldwide and now available in Abu Dhabi and Dubai,"Michelin stars, Michelin restaurants, Michelin rating",0
Microsoft,microsoft,"Latest news from global technology leader behind Windows, Office, cloud computing and AI innovations","Microsoft Corp, MSFT, MS, Windows",0
Middle East,middle-east,"Latest breaking news, stories and analysis from the region","MENA, Middle Eastern region, Arab world",0
Migrants,migrants,"News, data deep dives and in-depth investigations into migration and people smuggling","Migration, migrants crisis, immigration",0
Mikel Arteta,mikel-arteta,The latest news on Arsenal manager Mikel Arteta,"Arteta, Mikel, Arsenal manager",0
Milan Fashion Week,milan-fashion-week,"Latest news, schedule and styles from one of fashion's Big Four cities","MFW, Milano Fashion Week, Milan fashion",0
Millionaires,millionaires,The latest news on millionaires,"Millionaire, wealthy, high net worth",0
Miss Universe,miss-universe,"All you need to know about Miss Universe, including past winners Harnaaz Sandhu and R'Bonney Gabriel","Miss Universe pageant, beauty pageant",0
Miss World 2021,miss-world,"All you need to know about Miss World, including the delayed 2021 competition that took place in March 2022","Miss World pageant, Miss World competition",0
MLS,mls,US football's top league showcasing Lionel Messi and Inter Miami,"Major League Soccer, US soccer league, American soccer",0
MMA,mma,"The latest in mixed martial arts, from UFC events to UAE Warriors bouts","Mixed martial arts, cage fighting, MMA fighting",0
Moderna,moderna,"The latest news on Moderna, including vaccine, stock and share price updates","Moderna vaccine, Moderna Inc, mRNA vaccine",0
Mohamed Salah,mohamed-salah,Read the latest news about Liverpool's Egyptian superstar,"Salah, Mo Salah, Mohamed, Egyptian King",0
Mohammed bin Salman,mohammed-bin-salman,Read the latest news about Saudi Arabia's Crown Prince,"MBS, Crown Prince MBS, Mohammed bin Salman Saudi, Saudi Crown Prince",0
Monaco,monaco,Latest news from the southern European principality,"Principality of Monaco, Monte Carlo",0
Money and Me,money-and-me,"The National's financial advice series exploring personal finance, investments and economic trends","Money Me, personal finance series",0
Moqtada Al Sadr,moqtada-al-sadr,Read the latest news about the Iraqi Shiite cleric and political figure,"Muqtada al-Sadr, Sadr, Iraqi cleric",0
Morocco,morocco,Read the latest news and headlines from the north African country,"Moroccan, Kingdom of Morocco, Maroc",0
Mortgages,mortgages,"Latest news about UAE home loan options, interest rates and property financing trends","Home loans, mortgage rates, property loans",0
Mosque,mosque,The latest news and stories on mosques,"Mosques, Islamic worship, masjid",0
Mosul,mosul,"Latest news and stories about the Iraqi city that was once an ISIS stronghold and has been reconstructed through UAE, Unesco and EU funding","Mosul Iraq, Mosul city",0
Movie trailers,movie-trailers,Get the latest news on movie trailers,"Film trailers, movie previews, cinema trailers",0
Mozambique,mozambique,Latest news from the southern African country,"Mozambican, Republic of Mozambique",0
Mrs World 2022,mrs-world,"All you need to know about Mrs World, including 2022 winner and Mrs America Shaylyn Ford","Mrs World pageant, married women pageant",0
Muammar Qaddafi,muammar-gaddafi,"Muammar Qaddafi was Libya's former ruler, assassinated during the Arab uprisings in October 2011","Gaddafi, Qadhafi, Libyan dictator",0
Mubadala,mubadala,Latest news and investments from Abu Dhabi's sovereign wealth fund,"Mubadala Investment Company, Abu Dhabi fund",0
Mubadala Abu Dhabi Open,mubadala-world-championship,"The Abu Dhabi Open is a WTA 500-level professional women's tennis tournament, usually held in January","Abu Dhabi Open, WTA Abu Dhabi, Mubadala tennis",0
Mumbai,mumbai,Read the latest news and business headlines from India's financial capital,"Mumbai India, Bombay, Indian financial capital",0
Mumbai Indians,mumbai-indians,"Read the latest news about the IPL's most successful franchise, boasting an all-star squad and owned by Reliance Industries","MI, Mumbai IPL, Indians",0
Muscat,muscat,"Read the latest news, business and culture from Oman's capital","Muscat Oman, Omani capital",0
Museums,museums,The latest news on museums,"Museum, art museums, cultural institutions",0
Music,music,"Latest news from the music industry, including reviews from Middle Eastern artists and The National's Tarab podcast","Music industry, music news, songs",0
Music and album reviews,music-album-reviews,"All you need to know about music, album and concert reviews","Album reviews, music reviews, concert reviews",0
Music festivals,music-festivals,"Showcasing top international and regional music festivals, from Soundstorm in Riyadh to Glastonbury","Music fest, concerts, live music events",0
Muslim,muslim,The latest news on Muslims and Islam,"Muslims, Islamic, Muslim community",0
Mustafa Al Kadhimi,mustafa-al-kadhimi,Mustafa Al Kadhimi served as Iraqi prime minister from 2020 to 2022,"Al Kadhimi, Iraq PM, Mustafa Kadhimi",0
My Dubai Rent,my-dubai-rent,"Welcome to My Dubai Rent, where The National takes you inside a reader's home each month to find out more about the lives of renters in Dubai","Dubai Rent series, Dubai rental",0
My Own Home,my-own-home,"Welcome to My Own Home, where The National takes you inside a reader-owned property to ask why they bought and what they've done with it","My Own Home series, UAE property stories",0
My Salary,my-salary,"Welcome to My Salary, where The National explores how people earn and manage their money","My Salary series, salary stories, income stories",0
Myanmar,myanmar,Latest news from the South-East Asian country,"Burmese, Burma, Republic of Myanmar",0
Nabih Berri,nabih-berri,"The head of Lebanon's Amal Movement, Nabih Berri has been the Speaker of Parliament since 1992","Berri, Lebanon speaker, Nabih",0
Nakheel,nakheel,"A major real estate developer in the UAE, known for iconic projects such as the Palm Jumeirah","Nakheel Properties, Nakheel developer",0
Naomi Osaka,naomi-osaka,The former world No 1 tennis player climbing back up the rankings after a spell away from the WTA Tour,"Osaka, Naomi, Japanese tennis player",0
Napoli,napoli,All the lastest news from the defending Serie A champions,"SSC Napoli, Napoli FC, Partenopei",0
Narendra Modi,narendra-modi,Latest news about India's Prime Minister since 2014,"Modi, PM Modi, Narendra, Indian PM",0
Nasa,nasa,The latest Nasa and space stories,"NASA, National Aeronautics and Space Administration, US space agency",0
National Day 2026,national-day,"All you need to know about National Day 2026 in the UAE, celebrated every year on December 2","UAE National Day, December 2, Eid Al Etihad",0
Nato,nato,All the latest Nato news and stories,"NATO, North Atlantic Treaty Organization, Atlantic Alliance",0
NBA,nba,"Latest news from the premier basketball league, featuring the best players in the world","National Basketball Association, NBA basketball, pro basketball",0
Neom,neom,Latest headlines and business news about Saudi Arabia's ambitious city of the future in the north-west Red Sea region,"Neom city, Neom Saudi, The Line",0
Nepal,nepal,Latest news from the South Asian country,"Nepalese, Federal Democratic Republic of Nepal",0
Netflix,netflix,Reviews and latest news about the films and shows streaming on the platform,"Netflix streaming, Netflix shows, Netflix series",0
Netherlands,netherlands,All the latest news and stories from the European country,"Dutch, Holland, Kingdom of Netherlands",0
New Year's Day 2026,new-year-s-day,"The latest news on New Year's Day 2026, including fireworks and holiday dates","New Year, January 1, New Year's Eve",0
New York,new-york,"From the UN to Wall Street, read the latest politicial and US news, plus business and markets from the city","NYC, New York City, Big Apple, NY",0
New York Fashion Week,new-york-fashion-week,"Latest news, styles and looks from one of fashion's Big Four cities","NYFW, Fashion Week New York",0
New Zealand,new-zealand,Latest news and sport from the Pacific nation,"NZ, Kiwi, Aotearoa, New Zealander",0
New Zealand cricket,new-zealand-cricket,"The latest news from the Black Caps across Tests, T20 internationals and ODIs","Black Caps, NZ cricket, Kiwi cricket",0
Newcastle United,newcastle-united,Latest news on the ambitious Premier League club building towards sustained success under Saudi ownership,"Newcastle, Magpies, NUFC, The Toon",0
Neymar,neymar,"The footballer now playing back in his native Brazil after an eventful career at PSG, Barcelona and a curtailed spell in Saudi Arabia","Neymar Jr, Neymar da Silva, Ney, Brazilian forward",0
NFL,nfl,"Latest news from the National Football League, home to the Super Bowl","National Football League, American football, NFL football",0
NFTs,nfts,Non-fungible tokens were a Web3 internet fad from 2021 until it fizzled out in 2023,"Non-fungible tokens, NFT, digital assets",0
NHS,nhs,Latest news about the UK's National Health Service,"National Health Service, UK healthcare, British NHS",0
Nick Kyrgios,nick-kyrgios,Latest news about the Australian tennis player known for his on-court flair and outbursts,"Kyrgios, Nick, Australian tennis",0
Nick March administrator work,nick-march-fellowship,Nick March is is one of The National's assistant editors-in-chief and the administrator of the Rosalynn Carter mental health journalism fellowships in the UAE. He has written a range of mental health columns over the years,"Nick March, mental health fellowship administrator",0
